date,sessions,festival,energy.consumption,weekday,nthweek,month,index,Holidays,Cnt to Holidays,Cnt after Holidays,gt,year
2013-07-12,546893,0,1162427,5,27,7,315,0,34,53,58,2013
2013-07-13,486208,0,1023760,6,27,7,316,0,33,54,58,2013
2013-07-14,530332,0,942652,0,27,7,317,0,32,55,63,2013
2013-07-15,619916,0,1145246,1,28,7,318,0,31,56,63,2013
2013-07-16,613644,0,1183100,2,28,7,319,0,30,57,63,2013
2013-07-17,608674,0,1185030,3,28,7,320,0,29,58,63,2013
2013-07-18,600813,0,1183947,4,28,7,321,0,28,59,63,2013
2013-07-19,599865,0,1168648,5,28,7,322,0,27,60,63,2013
2013-07-20,536845,0,1035141,6,28,7,323,0,26,61,63,2013
2013-07-21,581179,0,965069,0,28,7,324,0,25,62,67,2013
2013-07-22,648748,0,1167759,1,29,7,325,0,24,63,67,2013
2013-07-23,632294,0,1193931,2,29,7,326,0,23,64,67,2013
2013-07-24,629787,0,1186228,3,29,7,327,0,22,65,67,2013
2013-07-25,611249,0,1196858,4,29,7,328,0,21,66,67,2013
2013-07-26,604301,0,1170497,5,29,7,329,0,20,67,67,2013
2013-07-27,553484,0,1020663,6,29,7,330,0,19,68,67,2013
2013-07-28,638911,0,930267,0,29,7,331,0,18,69,73,2013
2013-07-29,703862,0,1067454,1,30,7,332,0,17,70,73,2013
2013-07-30,679084,0,1093800,2,30,7,333,0,16,71,73,2013
2013-07-31,664448,0,1109514,3,30,7,334,0,15,72,73,2013
2013-08-01,637561,0,1129585,4,30,8,335,0,14,73,73,2013
2013-08-02,648341,0,1109817,5,30,8,336,0,13,74,73,2013
2013-08-03,606285,0,974801,6,30,8,337,0,12,75,73,2013
2013-08-04,652985,0,910729,0,30,8,338,0,11,76,78,2013
2013-08-05,706648,0,1044004,1,31,8,339,0,10,77,78,2013
2013-08-06,685830,0,1050313,2,31,8,340,0,9,78,78,2013
2013-08-07,725571,0,1025875,3,31,8,341,0,8,79,78,2013
2013-08-08,668730,0,1010140,4,31,8,342,0,7,80,78,2013
2013-08-09,657727,0,1003232,5,31,8,343,0,6,81,78,2013
2013-08-10,587808,0,918385,6,31,8,344,0,5,82,78,2013
2013-08-11,618518,0,865645,0,31,8,345,0,4,83,82,2013
2013-08-12,681863,0,989369,1,32,8,346,0,3,84,82,2013
2013-08-13,666866,0,1005977,2,32,8,347,0,2,85,82,2013
2013-08-14,645788,0,1006262,3,32,8,348,0,1,86,82,2013
2013-08-15,617947,1,914972,4,32,8,349,1,0,0,82,2013
2013-08-16,632887,0,984906,5,32,8,350,0,77,1,82,2013
2013-08-17,581057,0,939192,6,32,8,351,0,76,2,82,2013
2013-08-18,621043,0,891007,0,32,8,352,0,75,3,77,2013
2013-08-19,668486,0,1022312,1,33,8,353,0,74,4,77,2013
2013-08-20,618825,0,1044699,2,33,8,354,0,73,5,77,2013
2013-08-21,606836,0,1053900,3,33,8,355,0,72,6,77,2013
2013-08-22,587899,0,1066435,4,33,8,356,0,71,7,77,2013
2013-08-23,591827,0,1071816,5,33,8,357,0,70,8,77,2013
2013-08-24,566646,0,967740,6,33,8,358,0,69,9,77,2013
2013-08-25,716281,0,898816,0,33,8,359,0,68,10,100,2013
2013-08-26,644937,0,1064724,1,34,8,360,0,67,11,100,2013
2013-08-27,604580,0,1114798,2,34,8,361,0,66,12,100,2013
2013-08-28,579187,0,1121486,3,34,8,362,0,65,13,100,2013
2013-08-29,557121,0,1131053,4,34,8,363,0,64,14,100,2013
2013-08-30,560363,0,1122636,5,34,8,364,0,63,15,100,2013
2013-08-31,510874,0,992663,6,34,8,365,0,62,16,100,2013
2013-09-01,515597,0,919202,0,34,9,366,0,61,17,61,2013
2013-09-02,528414,0,1104056,1,35,9,367,0,60,18,61,2013
2013-09-03,509525,0,1153343,2,35,9,368,0,59,19,61,2013
2013-09-04,512545,0,1171128,3,35,9,369,0,58,20,61,2013
2013-09-05,506118,0,1175152,4,35,9,370,0,57,21,61,2013
2013-09-06,532070,0,1149398,5,35,9,371,0,56,22,61,2013
2013-09-07,513331,0,997822,6,35,9,372,0,55,23,61,2013
2013-09-08,552280,0,926376,0,35,9,373,0,54,24,58,2013
2013-09-09,553668,0,1110876,1,36,9,374,0,53,25,58,2013
2013-09-10,519385,0,1135055,2,36,9,375,0,52,26,58,2013
2013-09-11,510722,0,1160946,3,36,9,376,0,51,27,58,2013
2013-09-12,496434,0,1173790,4,36,9,377,0,50,28,58,2013
2013-09-13,508688,0,1159869,5,36,9,378,0,49,29,58,2013
2013-09-14,495186,0,1023248,6,36,9,379,0,48,30,58,2013
2013-09-15,521778,0,953552,0,36,9,380,0,47,31,54,2013
2013-09-16,523608,0,1144534,1,37,9,381,0,46,32,54,2013
2013-09-17,500203,0,1200468,2,37,9,382,0,45,33,54,2013
2013-09-18,508125,0,1196467,3,37,9,383,0,44,34,54,2013
2013-09-19,490238,0,1192167,4,37,9,384,0,43,35,54,2013
2013-09-20,509235,0,1161727,5,37,9,385,0,42,36,54,2013
2013-09-21,470846,0,1019153,6,37,9,386,0,41,37,54,2013
2013-09-22,492229,0,947738,0,37,9,387,0,40,38,52,2013
2013-09-23,515184,0,1128372,1,38,9,388,0,39,39,52,2013
2013-09-24,490583,0,1160494,2,38,9,389,0,38,40,52,2013
2013-09-25,490614,0,1166534,3,38,9,390,0,37,41,52,2013
2013-09-26,480958,0,1167889,4,38,9,391,0,36,42,52,2013
2013-09-27,493266,0,1150474,5,38,9,392,0,35,43,52,2013
2013-09-28,486247,0,1012622,6,38,9,393,0,34,44,52,2013
2013-09-29,529305,0,946576,0,38,9,394,0,33,45,56,2013
2013-09-30,520459,0,1129209,1,39,9,395,0,32,46,56,2013
2013-10-01,498893,0,1171631,2,39,10,396,0,31,47,56,2013
2013-10-02,502310,0,1178259,3,39,10,397,0,30,48,56,2013
2013-10-03,510355,0,1181310,4,39,10,398,0,29,49,56,2013
2013-10-04,539725,0,1163535,5,39,10,399,0,28,50,56,2013
2013-10-05,511395,0,1021038,6,39,10,400,0,27,51,56,2013
2013-10-06,529940,0,957489,0,39,10,401,0,26,52,59,2013
2013-10-07,528280,0,1143585,1,40,10,402,0,25,53,59,2013
2013-10-08,505694,0,1183271,2,40,10,403,0,24,54,59,2013
2013-10-09,507939,0,1194280,3,40,10,404,0,23,55,59,2013
2013-10-10,488728,0,1240232,4,40,10,405,0,22,56,59,2013
2013-10-11,487198,0,1278589,5,40,10,406,0,21,57,59,2013
2013-10-12,486092,0,1180055,6,40,10,407,0,20,58,59,2013
2013-10-13,522700,0,1129466,0,40,10,408,0,19,59,59,2013
2013-10-14,537779,0,1293269,1,41,10,409,0,18,60,59,2013
2013-10-15,513786,0,1312616,2,41,10,410,0,17,61,59,2013
2013-10-16,517754,0,1315193,3,41,10,411,0,16,62,59,2013
2013-10-17,484574,0,1278387,4,41,10,412,0,15,63,59,2013
2013-10-18,500513,0,1260081,5,41,10,413,0,14,64,59,2013
2013-10-19,495308,0,1108457,6,41,10,414,0,13,65,59,2013
2013-10-20,546275,0,1020570,0,41,10,415,0,12,66,61,2013
2013-10-21,538259,0,1193196,1,42,10,416,0,11,67,61,2013
2013-10-22,526287,0,1215351,2,42,10,417,0,10,68,61,2013
2013-10-23,534762,0,1211407,3,42,10,418,0,9,69,61,2013
2013-10-24,504236,0,1222481,4,42,10,419,0,8,70,61,2013
2013-10-25,524138,0,1207207,5,42,10,420,0,7,71,61,2013
2013-10-26,495007,0,1056015,6,42,10,421,0,6,72,61,2013
2013-10-27,555647,0,1041329,0,42,10,422,0,5,73,63,2013
2013-10-28,554678,0,1196006,1,43,10,423,0,4,74,63,2013
2013-10-29,528123,0,1273023,2,43,10,424,0,3,75,63,2013
2013-10-30,521960,0,1325341,3,43,10,425,0,2,76,63,2013
2013-10-31,496005,0,1348988,4,43,10,426,0,1,77,63,2013
2013-11-01,566756,1,1194849,5,43,11,427,1,0,0,63,2013
2013-11-02,511942,0,1144533,6,43,11,428,0,9,1,63,2013
2013-11-03,524273,0,1127866,0,43,11,429,0,8,2,52,2013
2013-11-04,500706,0,1361648,1,44,11,430,0,7,3,52,2013
2013-11-05,475733,0,1446862,2,44,11,431,0,6,4,52,2013
2013-11-06,470411,0,1376061,3,44,11,432,0,5,5,52,2013
2013-11-07,465410,0,1333387,4,44,11,433,0,4,6,52,2013
2013-11-08,477093,0,1338954,5,44,11,434,0,3,7,52,2013
2013-11-09,479681,0,1252280,6,44,11,435,0,2,8,52,2013
2013-11-10,503904,0,1200108,0,44,11,436,0,1,9,48,2013
2013-11-11,495688,1,1288598,1,45,11,437,1,0,0,48,2013
2013-11-12,453509,0,1470617,2,45,11,438,0,43,1,48,2013
2013-11-13,440319,0,1491348,3,45,11,439,0,42,2,48,2013
2013-11-14,429103,0,1557471,4,45,11,440,0,41,3,48,2013
2013-11-15,434006,0,1588798,5,45,11,441,0,40,4,48,2013
2013-11-16,428826,0,1473174,6,45,11,442,0,39,5,48,2013
2013-11-17,463282,0,1402775,0,45,11,443,0,38,6,48,2013
2013-11-18,454478,0,1601464,1,46,11,444,0,37,7,48,2013
2013-11-19,428801,0,1647597,2,46,11,445,0,36,8,48,2013
2013-11-20,408159,0,1738629,3,46,11,446,0,35,9,48,2013
2013-11-21,400877,0,1739741,4,46,11,447,0,34,10,48,2013
2013-11-22,421075,0,1776444,5,46,11,448,0,33,11,48,2013
2013-11-23,420088,0,1611597,6,46,11,449,0,32,12,48,2013
2013-11-24,446406,0,1503136,0,46,11,450,0,31,13,44,2013
2013-11-25,435219,0,1671975,1,47,11,451,0,30,14,44,2013
2013-11-26,417026,0,1721789,2,47,11,452,0,29,15,44,2013
2013-11-27,412832,0,1757081,3,47,11,453,0,28,16,44,2013
2013-11-28,406688,0,1829978,4,47,11,454,0,27,17,44,2013
2013-11-29,422557,0,1770015,5,47,11,455,0,26,18,44,2013
2013-11-30,423428,0,1584615,6,47,11,456,0,25,19,44,2013
2013-12-01,435645,0,1530761,0,47,12,457,0,24,20,42,2013
2013-12-02,437562,0,1723657,1,48,12,458,0,23,21,42,2013
2013-12-03,414402,0,1787650,2,48,12,459,0,22,22,42,2013
2013-12-04,420403,0,1816795,3,48,12,460,0,21,23,42,2013
2013-12-05,399203,0,1777407,4,48,12,461,0,20,24,42,2013
2013-12-06,415644,0,1728330,5,48,12,462,0,19,25,42,2013
2013-12-07,402889,0,1590878,6,48,12,463,0,18,26,42,2013
2013-12-08,416658,0,1541548,0,48,12,464,0,17,27,40,2013
2013-12-09,427754,0,1791978,1,49,12,465,0,16,28,40,2013
2013-12-10,403357,0,1826081,2,49,12,466,0,15,29,40,2013
2013-12-11,399518,0,1816523,3,49,12,467,0,14,30,40,2013
2013-12-12,391588,0,1824129,4,49,12,468,0,13,31,40,2013
2013-12-13,390396,0,1796149,5,49,12,469,0,12,32,40,2013
2013-12-14,399387,0,1611189,6,49,12,470,0,11,33,40,2013
2013-12-15,432259,0,1530294,0,49,12,471,0,10,34,41,2013
2013-12-16,432314,0,1678875,1,50,12,472,0,9,35,41,2013
2013-12-17,415158,0,1679265,2,50,12,473,0,8,36,41,2013
2013-12-18,402725,0,1638260,3,50,12,474,0,7,37,41,2013
2013-12-19,385207,0,1625296,4,50,12,475,0,6,38,41,2013
2013-12-20,391508,0,1636738,5,50,12,476,0,5,39,41,2013
2013-12-21,404965,0,1538560,6,50,12,477,0,4,40,41,2013
2013-12-22,419243,0,1413757,0,50,12,478,0,3,41,49,2013
2013-12-23,392369,0,1480656,1,51,12,479,0,2,42,49,2013
2013-12-24,289415,0,1413249,2,51,12,480,0,1,43,49,2013
2013-12-25,337179,1,1260444,3,51,12,481,1,0,0,49,2013
2013-12-26,484648,2,1449828,4,51,12,482,1,0,0,49,2013
2013-12-27,518119,0,1472766,5,51,12,483,0,5,1,49,2013
2013-12-28,524852,0,1401123,6,51,12,484,0,4,2,49,2013
2013-12-29,535729,0,1403692,0,51,12,485,0,3,3,54,2013
2013-12-30,511111,0,1562962,1,52,12,486,0,2,4,54,2013
2013-12-31,373693,0,1525942,2,52,12,487,0,1,5,54,2013
2014-01-01,421093,1,1368001,3,0,1,488,1,0,0,54,2014
2014-01-02,521172,0,1458583,4,0,1,489,0,119,1,54,2014
2014-01-03,566330,0,1481633,5,0,1,490,0,118,2,54,2014
2014-01-04,547246,0,1408424,6,0,1,491,0,117,3,54,2014
2014-01-05,560867,0,1400597,0,0,1,492,0,116,4,51,2014
2014-01-06,519845,0,1548933,1,1,1,493,0,115,5,51,2014
2014-01-07,512957,0,1537059,2,1,1,494,0,114,6,51,2014
2014-01-08,474982,0,1517383,3,1,1,495,0,113,7,51,2014
2014-01-09,477178,0,1544359,4,1,1,496,0,112,8,51,2014
2014-01-10,497651,0,1580460,5,1,1,497,0,111,9,51,2014
2014-01-11,500732,0,1440710,6,1,1,498,0,110,10,51,2014
2014-01-12,546040,0,1417824,0,1,1,499,0,109,11,53,2014
2014-01-13,533111,0,1597834,1,2,1,500,0,108,12,53,2014
2014-01-14,526631,0,1666670,2,2,1,501,0,107,13,53,2014
2014-01-15,527139,0,1707785,3,2,1,502,0,106,14,53,2014
2014-01-16,514969,0,1656905,4,2,1,503,0,105,15,53,2014
2014-01-17,521096,0,1620539,5,2,1,504,0,104,16,53,2014
2014-01-18,545159,0,1487228,6,2,1,505,0,103,17,53,2014
2014-01-19,603890,0,1418230,0,2,1,506,0,102,18,54,2014
2014-01-20,590735,0,1666497,1,3,1,507,0,101,19,54,2014
2014-01-21,537895,0,1739178,2,3,1,508,0,100,20,54,2014
2014-01-22,544219,0,1755254,3,3,1,509,0,99,21,54,2014
2014-01-23,531721,0,1732520,4,3,1,510,0,98,22,54,2014
2014-01-24,542859,0,1702975,5,3,1,511,0,97,23,54,2014
2014-01-25,551250,0,1546438,6,3,1,512,0,96,24,54,2014
2014-01-26,617125,0,1454228,0,3,1,513,0,95,25,53,2014
2014-01-27,572490,0,1684766,1,4,1,514,0,94,26,53,2014
2014-01-28,543520,0,1759669,2,4,1,515,0,93,27,53,2014
2014-01-29,562279,0,1764844,3,4,1,516,0,92,28,53,2014
2014-01-30,545772,0,1737754,4,4,1,517,0,91,29,53,2014
2014-01-31,549649,0,1749857,5,4,1,518,0,90,30,53,2014
2014-02-01,570739,0,1577419,6,4,2,519,0,89,31,53,2014
2014-02-02,607183,0,1509311,0,4,2,520,0,88,32,55,2014
2014-02-03,572918,0,1688266,1,5,2,521,0,87,33,55,2014
2014-02-04,560215,0,1690517,2,5,2,522,0,86,34,55,2014
2014-02-05,575924,0,1719390,3,5,2,523,0,85,35,55,2014
2014-02-06,542579,0,1693426,4,5,2,524,0,84,36,55,2014
2014-02-07,558583,0,1613806,5,5,2,525,0,83,37,55,2014
2014-02-08,591319,0,1521449,6,5,2,526,0,82,38,55,2014
2014-02-09,644949,0,1473617,0,5,2,527,0,81,39,58,2014
2014-02-10,628263,0,1632787,1,6,2,528,0,80,40,58,2014
2014-02-11,619101,0,1698088,2,6,2,529,0,79,41,58,2014
2014-02-12,623183,0,1702137,3,6,2,530,0,78,42,58,2014
2014-02-13,626399,0,1690878,4,6,2,531,0,77,43,58,2014
2014-02-14,668490,0,1661660,5,6,2,532,0,76,44,58,2014
2014-02-15,644294,0,1445139,6,6,2,533,0,75,45,58,2014
2014-02-16,653781,0,1392075,0,6,2,534,0,74,46,57,2014
2014-02-17,604166,0,1565855,1,7,2,535,0,73,47,57,2014
2014-02-18,579095,0,1622609,2,7,2,536,0,72,48,57,2014
2014-02-19,586724,0,1593628,3,7,2,537,0,71,49,57,2014
2014-02-20,568286,0,1564282,4,7,2,538,0,70,50,57,2014
2014-02-21,607428,0,1569010,5,7,2,539,0,69,51,57,2014
2014-02-22,604564,0,1458216,6,7,2,540,0,68,52,57,2014
2014-02-23,613671,0,1338981,0,7,2,541,0,67,53,60,2014
2014-02-24,635701,0,1495727,1,8,2,542,0,66,54,60,2014
2014-02-25,619738,0,1554400,2,8,2,543,0,65,55,60,2014
2014-02-26,611815,0,1574841,3,8,2,544,0,64,56,60,2014
2014-02-27,589054,0,1643072,4,8,2,545,0,63,57,60,2014
2014-02-28,591428,0,1644590,5,8,2,546,0,62,58,60,2014
2014-03-01,602056,0,1500834,6,8,3,547,0,61,59,60,2014
2014-03-02,616329,0,1424820,0,8,3,548,0,60,60,58,2014
2014-03-03,624380,0,1607011,1,9,3,549,0,59,61,58,2014
2014-03-04,592884,0,1615301,2,9,3,550,0,58,62,58,2014
2014-03-05,576929,0,1559021,3,9,3,551,0,57,63,58,2014
2014-03-06,564572,0,1547753,4,9,3,552,0,56,64,58,2014
2014-03-07,587072,0,1508006,5,9,3,553,0,55,65,58,2014
2014-03-08,573421,0,1309583,6,9,3,554,0,54,66,58,2014
2014-03-09,574982,0,1189917,0,9,3,555,0,53,67,58,2014
2014-03-10,601419,0,1365881,1,10,3,556,0,52,68,58,2014
2014-03-11,588013,0,1403679,2,10,3,557,0,51,69,58,2014
2014-03-12,568393,0,1403001,3,10,3,558,0,50,70,58,2014
2014-03-13,546969,0,1397280,4,10,3,559,0,49,71,58,2014
2014-03-14,567881,0,1367524,5,10,3,560,0,48,72,58,2014
2014-03-15,589180,0,1251964,6,10,3,561,0,47,73,58,2014
2014-03-16,590009,0,1159217,0,10,3,562,0,46,74,56,2014
2014-03-17,588511,0,1334292,1,11,3,563,0,45,75,56,2014
2014-03-18,571738,0,1391104,2,11,3,564,0,44,76,56,2014
2014-03-19,558104,0,1366559,3,11,3,565,0,43,77,56,2014
2014-03-20,537583,0,1342872,4,11,3,566,0,42,78,56,2014
2014-03-21,582383,0,1327773,5,11,3,567,0,41,79,56,2014
2014-03-22,629630,0,1268340,6,11,3,568,0,40,80,56,2014
2014-03-23,625583,0,1276517,0,11,3,569,0,39,81,54,2014
2014-03-24,587157,0,1467731,1,12,3,570,0,38,82,54,2014
2014-03-25,585915,0,1503009,2,12,3,571,0,37,83,54,2014
2014-03-26,580445,0,1496469,3,12,3,572,0,36,84,54,2014
2014-03-27,561063,0,1500094,4,12,3,573,0,35,85,54,2014
2014-03-28,558599,0,1450254,5,12,3,574,0,34,86,54,2014
2014-03-29,577874,0,1240603,6,12,3,575,0,33,87,54,2014
2014-03-30,586061,0,1086657,0,12,3,576,0,32,88,54,2014
2014-03-31,567361,0,1282324,1,13,3,577,0,31,89,54,2014
2014-04-01,548678,0,1283014,2,13,4,578,0,30,90,54,2014
2014-04-02,564252,0,1270569,3,13,4,579,0,29,91,54,2014
2014-04-03,582813,0,1293570,4,13,4,580,0,28,92,54,2014
2014-04-04,612022,0,1293439,5,13,4,581,0,27,93,54,2014
2014-04-05,602932,0,1150461,6,13,4,582,0,26,94,54,2014
2014-04-06,647174,0,1050257,0,13,4,583,0,25,95,58,2014
2014-04-07,636556,0,1209470,1,14,4,584,0,24,96,58,2014
2014-04-08,619239,0,1260725,2,14,4,585,0,23,97,58,2014
2014-04-09,591364,0,1285887,3,14,4,586,0,22,98,58,2014
2014-04-10,567821,0,1266011,4,14,4,587,0,21,99,58,2014
2014-04-11,619373,0,1234722,5,14,4,588,0,20,100,58,2014
2014-04-12,601803,0,1100005,6,14,4,589,0,19,101,58,2014
2014-04-13,655057,0,1034963,0,14,4,590,0,18,102,62,2014
2014-04-14,657586,0,1221402,1,15,4,591,0,17,103,62,2014
2014-04-15,643275,0,1265036,2,15,4,592,0,16,104,62,2014
2014-04-16,626435,0,1279159,3,15,4,593,0,15,105,62,2014
2014-04-17,589802,0,1266882,4,15,4,594,0,14,106,62,2014
2014-04-18,641102,2,1241239,5,15,4,595,0,13,107,62,2014
2014-04-19,635013,0,1153081,6,15,4,596,0,12,108,62,2014
2014-04-20,643854,0,1082812,0,15,4,597,0,11,109,63,2014
2014-04-21,724227,1,1084284,1,16,4,598,0,10,110,63,2014
2014-04-22,671740,0,1245400,2,16,4,599,0,9,111,63,2014
2014-04-23,655128,0,1248887,3,16,4,600,0,8,112,63,2014
2014-04-24,644487,0,1235617,4,16,4,601,0,7,113,63,2014
2014-04-25,662248,0,1229560,5,16,4,602,0,6,114,63,2014
2014-04-26,670830,0,1117336,6,16,4,603,0,5,115,63,2014
2014-04-27,744826,0,1074233,0,16,4,604,0,4,116,67,2014
2014-04-28,712095,0,1249024,1,17,4,605,0,3,117,67,2014
2014-04-29,678174,0,1273337,2,17,4,606,0,2,118,67,2014
2014-04-30,639800,0,1246730,3,17,4,607,0,1,119,67,2014
2014-05-01,796082,1,0,4,17,5,608,1,0,0,67,2014
2014-05-02,734332,0,0,5,17,5,609,0,6,1,67,2014
2014-05-03,704566,0,0,6,17,5,610,0,5,2,67,2014
2014-05-04,673643,0,0,0,17,5,611,0,4,3,67,2014
2014-05-05,675324,0,0,1,18,5,612,0,3,4,67,2014
2014-05-06,704456,0,0,2,18,5,613,0,2,5,67,2014
2014-05-07,683111,0,0,3,18,5,614,0,1,6,67,2014
2014-05-08,732888,1,0,4,18,5,615,1,0,0,67,2014
2014-05-09,684545,0,0,5,18,5,616,0,20,1,67,2014
2014-05-10,697177,0,0,6,18,5,617,0,19,2,67,2014
2014-05-11,729504,0,0,0,18,5,618,0,18,3,62,2014
2014-05-12,701062,0,0,1,19,5,619,0,17,4,62,2014
2014-05-13,653573,0,0,2,19,5,620,0,16,5,62,2014
2014-05-14,633645,0,0,3,19,5,621,0,15,6,62,2014
2014-05-15,612874,0,0,4,19,5,622,0,14,7,62,2014
2014-05-16,625229,0,0,5,19,5,623,0,13,8,62,2014
2014-05-17,588953,0,0,6,19,5,624,0,12,9,62,2014
2014-05-18,618404,0,0,0,19,5,625,0,11,10,66,2014
2014-05-19,677989,0,0,1,20,5,626,0,10,11,66,2014
2014-05-20,676880,0,0,2,20,5,627,0,9,12,66,2014
2014-05-21,688518,0,0,3,20,5,628,0,8,13,66,2014
2014-05-22,665521,0,0,4,20,5,629,0,7,14,66,2014
2014-05-23,664843,0,0,5,20,5,630,0,6,15,66,2014
2014-05-24,657624,0,0,6,20,5,631,0,5,16,66,2014
2014-05-25,657005,0,0,0,20,5,632,0,4,17,66,2014
