"hour","date","Visite.gain","TypeWeekDay","length","channel","DAYPART","MMDAYPART","ChaineEcranWD","ChaineDaypartWD","ChaineMMDaypartWD","crea","budgetbrut","budgetnet","grp","grpref","tav","tavtap","EmavShort","month","dayofweek","consumption","nthweek","festival","gta","visitByhour"
12,"2014-04-12",321,"WE",20,"M6","DAY","DAY1213","M61240WE","M6DAYWE","M6DAY1213WE","effet sculptant",4293,772.74,0.6,0.71,"CBB","SPLIT","LES REINES",4,7,50918,"14",0,"79","0.0437506265"
12,"2014-03-19",167,"WD",12,"M6","DAY","DAY1213","M61230WD","M6DAYWD","M6DAY1213WD","la chaussure pour toutes les morpho'",3762,677.16,1.17,0.85,"ACB","ACB","SCENES DE ",3,4,61254,"11",0,"62","0.0437506265"
12,"2014-04-17",165,"WD",20,"M6","DAY","DAY1213","M61230WD","M6DAYWD","M6DAY1213WD","la terrasse",5265,947.7,0.84,0.58,"ACC","ACC","LA PETITE ",4,5,57526,"15",0,"75","0.0437506265"
12,"2014-04-24",68,"WD",12,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1220WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","la chaussure pour toutes les morpho'",803.7,144.666,0.21,0.17,"J","J","W9 HITS+UN",4,5,56986,"16",0,"77","0.0437506265"
12,"2014-04-18",105,"WD",20,"M6","DAY","DAY1213","M61230WD","M6DAYWD","M6DAY1213WD","effet sculptant",5265,947.7,0.47,0.56,"ACC","ACC","LA PETITE ",4,6,57620,"15",2,"75","0.0437506265"
12,"2014-04-29",93,"WD",20,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1230WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","effet sculptant",1296,233.28,0,0.09,"J","J","W9 HITS+UN",4,3,58931,"17",0,"65","0.0437506265"
12,"2014-04-09",151,"WD",12,"M6","DAY","DAY1213","M61230WD","M6DAYWD","M6DAY1213WD","la chaussure pour toutes les morpho'",2850,513,0.78,0.57,"ACB","ACB","SCENES DE ",4,4,58743,"14",0,"71","0.0437506265"
12,"2014-04-09",183,"WD",12,"M6","DAY","DAY1213","M61250WD","M6DAYWD","M6DAY1213WD","la lingerie pour toutes les morpho",3705,666.9,1.46,1.11,"EBD","SPLIT","PLUS VITE ",4,4,58864,"14",0,"71","0.0437506265"
12,"2014-04-03",235,"WD",20,"M6","DAY","DAY1213","M61230WD","M6DAYWD","M6DAY1213WD","effet sculptant",4050,729,1.01,0.57,"ACB","ACB","SCENES DE ",4,5,59606,"13",0,"64","0.0437506265"
12,"2014-04-30",76,"WD",12,"M6","DAY","DAY1213","M61240WD","M6DAYWD","M6DAY1213WD","la chaussure pour toutes les morpho'",3420,615.6,0.51,0.6,"ACC","SPLIT","LA PETITE ",4,4,58337,"17",0,"68","0.0437506265"
12,"2014-03-22",376,"WE",12,"M6","DAY","DAY1213","M61240WE","M6DAYWE","M6DAY1213WE","la chaussure pour toutes les morpho'",3534,636.12,0.21,0.82,"CBB","SPLIT","LES REINES",3,7,58523,"11",0,"77","0.0437506265"
12,"2014-04-22",133,"WD",20,"M6","DAY","DAY1213","M61230WD","M6DAYWD","M6DAY1213WD","effet sculptant",4860,874.8,1.04,0.57,"ACC","ACC","LA PETITE ",4,3,58233,"16",0,"73","0.0437506265"
12,"2014-03-31",108,"WD",12,"M6","DAY","DAY1213","M61250WD","M6DAYWD","M6DAY1213WD","effet push-up",3705,666.9,0.86,0.74,"EBL","SPLIT","LA MINUTE ",3,2,58528,"13",0,"67","0.0437506265"
12,"2014-04-06",277,"WE",12,"M6","DAY","DAY1213","M61242WE","M6DAYWE","M6DAY1213WE","la lingerie pour toutes les morpho",5700,1026,1.43,1.58,"DDB","SPLIT","TURBO:REPO",4,1,48832,"13",0,"86","0.0437506265"
12,"2014-04-23",100,"WD",20,"M6","DAY","DAY1213","M61230WD","M6DAYWD","M6DAY1213WD","effet sculptant",4860,874.8,1.02,0.58,"ACC","ACC","LA PETITE ",4,4,57421,"16",0,"71","0.0437506265"
12,"2014-04-24",109,"WD",20,"M6","DAY","DAY1213","M61230WD","M6DAYWD","M6DAY1213WD","effet sculptant",4860,874.8,0.38,0.43,"ACC","ACC","LA PETITE ",4,5,56986,"16",0,"77","0.0437506265"
12,"2014-03-26",135,"WD",12,"M6","DAY","DAY1213","M61250WD","M6DAYWD","M6DAY1213WD","effet push-up",3705,666.9,1.27,1.08,"EBL","SPLIT","LA MINUTE ",3,4,65416,"12",0,"63","0.0437506265"
12,"2014-03-14",82,"WD",12,"M6","DAY","DAY1213","M61240WD","M6DAYWD","M6DAY1213WD","effet push-up",3306,595.08,0.81,0.65,"ACB","SPLIT","SCENES DE ",3,6,60208,"10",0,"68","0.0437506265"
12,"2014-03-25",187,"WD",20,"M6","DAY","DAY1213","M61230WD","M6DAYWD","M6DAY1213WD","effet sculptant",5346,962.28,1.14,0.8,"ACB","ACB","SCENES DE ",3,3,66783,"12",0,"65","0.0437506265"
12,"2014-04-10",208,"WD",20,"M6","DAY","DAY1213","M61250WD","M6DAYWD","M6DAY1213WD","la terrasse",5265,947.7,1.91,1,"EBD","SPLIT","PLUS VITE ",4,5,57477,"14",0,"66","0.0437506265"
13,"2014-04-18",362,"WD",12,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1350WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","la lingerie pour toutes les morpho",1898.1,341.658,0,0.49,"A","A","LES SIMPSO",4,6,55900,"15",2,"75","0.0572768460"
13,"2014-04-24",155,"WD",12,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1320WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","la lingerie pour toutes les morpho",1881,338.58,0.16,0.43,"A","A","LES SIMPSO",4,5,55801,"16",0,"77","0.0572768460"
13,"2014-03-10",369,"WD",20,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","effet sculptant",8586,1545.48,3.72,1.79,"ACB","SPLIT","SCENES DE ",3,2,58518,"10",0,"70","0.0572768460"
13,"2014-04-28",256,"WD",12,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1320WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","la chaussure pour toutes les morpho'",1881,338.58,0.14,0.44,"A","A","LES SIMPSO",4,2,57597,"17",0,"69","0.0572768460"
13,"2014-03-19",201,"WD",12,"M6","DAY","DAY1213","M61305WD","M6DAYWD","M6DAY1213WD","effet push-up",6270,1128.6,3.57,1.91,"ACB","ACB","SCENES DE ",3,4,59769,"11",0,"62","0.0572768460"
13,"2014-03-21",355,"WD",20,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","effet sculptant",8586,1545.48,3.76,1.47,"EBL","SPLIT","ASTUCE DE ",3,6,58265,"11",0,"62","0.0572768460"
13,"2014-03-18",355,"WD",20,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","effet sculptant",8586,1545.48,1.81,1.25,"EBL","SPLIT","ASTUCE DE ",3,3,60700,"11",0,"70","0.0572768460"
13,"2014-04-22",264,"WD",12,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1320WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","la chaussure pour toutes les morpho'",1881,338.58,0.03,0.46,"A","A","LES SIMPSO",4,3,56818,"16",0,"73","0.0572768460"
13,"2014-04-10",269,"WD",20,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","effet sculptant",8100,1458,2.2,1.35,"EBL","SPLIT","ASTUCE DE ",4,5,55630,"14",0,"66","0.0572768460"
13,"2014-03-27",243,"WD",20,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","effet sculptant",8586,1545.48,3.48,1.11,"EBL","SPLIT","ASTUCE DE ",3,5,62931,"12",0,"63","0.0572768460"
13,"2014-04-21",309,"WD",20,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1320WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","effet sculptant",2673,481.14,0.24,0.69,"A","A","LES SIMPSO",4,2,46724,"16",1,"91","0.0572768460"
13,"2014-04-02",387,"WD",20,"M6","DAY","DAY1213","M61305WD","M6DAYWD","M6DAY1213WD","effet sculptant",8586,1545.48,3.86,1.99,"ACB","ACB","SCENES DE ",4,4,57256,"13",0,"62","0.0572768460"
13,"2014-04-23",278,"WD",20,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","la terrasse",6885,1239.3,1.82,1.36,"EBL","SPLIT","ASTUCE DE ",4,4,56108,"16",0,"71","0.0572768460"
13,"2014-04-23",177,"WD",12,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1320WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","la lingerie pour toutes les morpho",1881,338.58,0.09,0.55,"A","A","LES SIMPSO",4,4,56108,"16",0,"71","0.0572768460"
13,"2014-04-29",309,"WD",20,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1320WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","la terrasse",2673,481.14,0.13,0.26,"A","A","LES SIMPSO",4,3,57692,"17",0,"65","0.0572768460"
13,"2014-03-14",366,"WD",12,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","la chaussure pour toutes les morpho'",6042,1087.56,2.79,1.49,"EBL","SPLIT","ASTUCE DE ",3,6,57615,"10",0,"68","0.0572768460"
13,"2014-04-07",252,"WD",12,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","la lingerie pour toutes les morpho",5700,1026,2.61,1.1,"ACB","SPLIT","SCENES DE ",4,2,55227,"14",0,"69","0.0572768460"
13,"2014-04-29",160,"WD",12,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1250WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","la lingerie pour toutes les morpho",1653,297.54,0.02,0.17,"AC","AC","GLEE:ETRE ",4,3,58098,"17",0,"65","0.0572768460"
13,"2014-04-03",393,"WD",12,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","la chaussure pour toutes les morpho'",5700,1026,3.38,1.59,"EBL","SPLIT","ASTUCE DE ",4,5,58658,"13",0,"64","0.0572768460"
13,"2014-04-30",213,"WD",20,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1320WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","la terrasse",2673,481.14,0.65,0.5,"A","A","LES SIMPSO",4,4,56689,"17",0,"68","0.0572768460"
13,"2014-04-21",196,"WD",12,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1250WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","la chaussure pour toutes les morpho'",1653,297.54,0.28,0.43,"A","A","LES SIMPSO",4,2,48274,"16",1,"91","0.0572768460"
13,"2014-04-22",143,"WD",20,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1250WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","effet sculptant",2349,422.82,0.25,0.25,"AC","AC","GLEE:RUMEU",4,3,57451,"16",0,"73","0.0572768460"
13,"2014-04-18",213,"WD",20,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1320WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","la terrasse",2835,510.3,0.16,0.31,"AC","SPLIT","GLEE:LE DR",4,6,56483,"15",2,"75","0.0572768460"
13,"2014-04-05",374,"WE",12,"M6","DAY","DAY1213","M61410WE","M6DAYWE","M6DAY1213WE","la lingerie pour toutes les morpho",4560,820.8,1.66,1.38,"DDB","DDB","C EST MA V",4,7,49876,"13",0,"82","0.0572768460"
13,"2014-03-29",158,"WE",12,"M6","DAY","DAY1213","M61350WE","M6DAYWE","M6DAY1213WE","effet push-up",5130,923.4,1.63,1.4,"EAJ","EAJ","CAUCHEMAR ",3,7,51446,"12",0,"77","0.0572768460"
13,"2014-04-09",223,"WD",12,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","la chaussure pour toutes les morpho'",5700,1026,3.9,1.3,"EBL","SPLIT","ASTUCE DE ",4,4,57076,"14",0,"71","0.0572768460"
13,"2014-03-28",367,"WD",20,"M6","DAY","DAY1213","M61305WD","M6DAYWD","M6DAY1213WD","la mode pour toutes les morpho",8910,1603.8,2.74,1.41,"ACB","ACB","SCENES DE ",3,6,61786,"12",0,"64","0.0572768460"
13,"2014-04-28",261,"WD",20,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1250WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","la terrasse",2349,422.82,0.23,0.35,"AC","AC","GLEE:OPERA",4,2,58101,"17",0,"69","0.0572768460"
13,"2014-03-27",411,"WD",20,"M6","DAY","DAY1213","M61305WD","M6DAYWD","M6DAY1213WD","la terrasse",8910,1603.8,2.86,1.43,"ACB","ACB","SCENES DE ",3,5,63466,"12",0,"63","0.0572768460"
13,"2014-04-11",356,"WD",20,"M6","DAY","DAY1213","M61305WD","M6DAYWD","M6DAY1213WD","la terrasse",8586,1545.48,2.81,1.33,"ACB","ACB","SCENES DE ",4,6,55620,"14",0,"67","0.0572768460"
13,"2014-04-26",208,"WE",12,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1340WE","PuissanceTNTDAYWE","PuissanceTNTDAY1213WE","la lingerie pour toutes les morpho",2057.7,370.386,0.19,0.47,"AC","AC","MODERN FAM",4,7,49329,"16",0,"89","0.0572768460"
13,"2014-04-03",404,"WD",20,"M6","DAY","DAY1213","M61305WD","M6DAYWD","M6DAY1213WD","effet sculptant",8586,1545.48,4.28,1.71,"ACB","ACB","SCENES DE ",4,5,58883,"13",0,"64","0.0572768460"
13,"2014-04-17",270,"WD",20,"M6","DAY","DAY1213","M61305WD","M6DAYWD","M6DAY1213WD","effet sculptant",8586,1545.48,3.8,1.61,"ACB","ACB","SCENES DE ",4,5,56596,"15",0,"75","0.0572768460"
13,"2014-04-08",391,"WD",20,"M6","DAY","DAY1213","M61305WD","M6DAYWD","M6DAY1213WD","effet sculptant",8586,1545.48,3.64,1.67,"ACB","ACB","SCENES DE ",4,3,57463,"14",0,"70","0.0572768460"
13,"2014-03-25",346,"WD",20,"M6","DAY","DAY1213","M61305WD","M6DAYWD","M6DAY1213WD","effet sculptant",8910,1603.8,4.1,1.88,"ACB","ACB","SCENES DE ",3,3,65925,"12",0,"65","0.0572768460"
13,"2014-04-25",168,"WD",12,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1250WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","la lingerie pour toutes les morpho",1653,297.54,0.22,0.22,"AC","AC","GLEE:LA RE",4,6,56936,"16",0,"65","0.0572768460"
13,"2014-04-13",498,"WE",12,"M6","DAY","DAY1213","M61340WE","M6DAYWE","M6DAY1213WE","la chaussure pour toutes les morpho'",6840,1231.2,2.31,2.32,"EAJ","EAJ","MAISON A V",4,1,46246,"14",0,"77","0.0572768460"
13,"2014-04-19",151,"WE",12,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1340WE","PuissanceTNTDAYWE","PuissanceTNTDAY1213WE","la chaussure pour toutes les morpho'",2057.7,370.386,0.67,0.45,"AC","AC","MODERN FAM",4,7,50093,"15",0,"89","0.0572768460"
13,"2014-04-25",288,"WD",20,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1320WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","effet sculptant",2673,481.14,0.27,0.45,"A","A","LES SIMPSO",4,6,56194,"16",0,"65","0.0572768460"
13,"2014-04-25",282,"WD",12,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","la lingerie pour toutes les morpho",4845,872.1,2.91,1.38,"EBL","SPLIT","ASTUCE DE ",4,6,56194,"16",0,"65","0.0572768460"
13,"2014-04-04",276,"WD",20,"M6","DAY","DAY1213","M61305WD","M6DAYWD","M6DAY1213WD","effet sculptant",8586,1545.48,3.1,1.45,"ACB","ACB","SCENES DE ",4,6,58873,"13",0,"71","0.0572768460"
13,"2014-04-11",242,"WD",12,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","la chaussure pour toutes les morpho'",5700,1026,2.5,1.48,"EBL","SPLIT","ASTUCE DE ",4,6,54858,"14",0,"67","0.0572768460"
13,"2014-03-13",340,"WD",20,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","effet sculptant",8586,1545.48,2.56,1.26,"EBL","SPLIT","ASTUCE DE ",3,5,58996,"10",0,"71","0.0572768460"
14,"2014-03-10",292,"WD",12,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","effet push-up",5985,1077.3,5.65,2.23,"ABB","ABB","LE SPA DE ",3,2,57978,"10",0,"70","0.0694229404"
14,"2014-04-17",426,"WD",12,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","la lingerie pour toutes les morpho",5985,1077.3,6.12,1.86,"ABF","ABF","PEPILLO L ",4,5,55755,"15",0,"75","0.0694229404"
14,"2014-04-30",363,"WD",20,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","effet sculptant",7290,1312.2,4.92,1.73,"ABA","ABA","ROBIN DES ",4,4,56368,"17",0,"68","0.0694229404"
14,"2014-04-26",137,"WE",12,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1420WE","PuissanceTNTDAYWE","PuissanceTNTDAY1415WE","la chaussure pour toutes les morpho'",1806.9,325.242,0.33,0.5,"AC","AC","MODERN FAM",4,7,48655,"16",0,"89","0.0694229404"
14,"2014-04-23",216,"WD",20,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","effet sculptant",7290,1312.2,3.93,1.77,"ABA","ABA","MINI MACHO",4,4,55948,"16",0,"71","0.0694229404"
14,"2014-04-03",418,"WD",20,"M6","DAY","DAY1415","M61440WD","M6DAYWD","M6DAY1415WD","effet sculptant",8505,1530.9,4.05,1.54,"ABF","ABF","AMOUR MARI",4,5,57190,"13",0,"64","0.0694229404"
14,"2014-03-31",561,"WD",12,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","la chaussure pour toutes les morpho'",5985,1077.3,4.34,1.85,"ABF","ABF","UN MARI SU",3,2,56667,"13",0,"67","0.0694229404"
14,"2014-04-14",490,"WD",20,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","effet sculptant",8505,1530.9,6.03,2.21,"ABF","ABF","AMOUR RIME",4,2,55288,"15",0,"78","0.0694229404"
14,"2014-03-11",723,"WD",20,"M6","DAY","DAY1415","M61440WD","M6DAYWD","M6DAY1415WD","effet sculptant",8505,1530.9,5.49,1.56,"ABF","ABF","EN DETRESS",3,3,58143,"10",0,"72","0.0694229404"
14,"2014-04-18",412,"WD",20,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","effet sculptant",8505,1530.9,5.34,1.81,"ABF","ABF","PLUS JAMAI",4,6,55591,"15",2,"75","0.0694229404"
14,"2014-04-25",153,"WD",12,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1350WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","la chaussure pour toutes les morpho'",1767,318.06,0.16,0.51,"A","A","LES SIMPSO",4,6,56006,"16",0,"65","0.0694229404"
14,"2014-04-25",518,"WD",12,"M6","DAY","DAY1415","M61440WD","M6DAYWD","M6DAY1415WD","la chaussure pour toutes les morpho'",4788,861.84,3.22,2.05,"ABF","ABF","LA PRINCES",4,6,54448,"16",0,"65","0.0694229404"
14,"2014-03-09",503,"WE",12,"M6","DAY","DAY1415","M61420WE","M6DAYWE","M6DAY1415WE","effet push-up",9405,1692.9,5.04,3.13,"EAJ","EAJ","MAISON A V",3,1,46047,"09",0,"81","0.0694229404"
14,"2014-03-17",287,"WD",12,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","effet push-up",5985,1077.3,4.9,1.88,"ABF","ABF","MARIA LA B",3,2,57996,"11",0,"71","0.0694229404"
14,"2014-03-12",410,"WD",20,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","effet sculptant",8505,1530.9,4.07,1.58,"ABF","ABF","L ECOLE DE",3,4,58958,"10",0,"71","0.0694229404"
14,"2014-04-21",292,"WD",12,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1350WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","la lingerie pour toutes les morpho",1767,318.06,0,0.52,"A","A","LES SIMPSO",4,2,46085,"16",1,"91","0.0694229404"
14,"2014-04-30",311,"WD",12,"M6","DAY","DAY1415","M61440WD","M6DAYWD","M6DAY1415WD","la lingerie pour toutes les morpho",4788,861.84,4.71,1.45,"ABA","ABA","ROBIN DES ",4,4,54914,"17",0,"68","0.0694229404"
14,"2014-04-03",468,"WD",20,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","effet sculptant",8505,1530.9,3.43,1.69,"ABF","ABF","AMOUR MARI",4,5,58557,"13",0,"64","0.0694229404"
14,"2014-04-23",492,"WD",20,"M6","DAY","DAY1415","M61440WD","M6DAYWD","M6DAY1415WD","la terrasse",6804,1224.72,4.19,1.68,"ABA","ABA","MINI MACHO",4,4,54511,"16",0,"71","0.0694229404"
14,"2014-04-16",408,"WD",20,"M6","DAY","DAY1415","M61440WD","M6DAYWD","M6DAY1415WD","effet sculptant",8505,1530.9,4.53,1.82,"ABC","ABC","L ENFANT P",4,4,54956,"15",0,"73","0.0694229404"
14,"2014-03-24",553,"WD",12,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","la chaussure pour toutes les morpho'",5985,1077.3,5.82,2.15,"ABF","ABF","PIEGEE PAR",3,2,62820,"12",0,"60","0.0694229404"
14,"2014-03-26",863,"WD",20,"M6","DAY","DAY1415","M61440WD","M6DAYWD","M6DAY1415WD","effet sculptant",8505,1530.9,4.97,2.14,"ABF","ABF","RECHERCHE ",3,4,61930,"12",0,"63","0.0694229404"
14,"2014-03-30",923,"WE",20,"M6","DAY","DAY1415","M61450WE","M6DAYWE","M6DAY1415WE","la mode pour toutes les morpho",10692,1924.56,3.95,3.08,"EAJ","SPLIT","MAISON A V",3,1,45277,"12",0,"66","0.0694229404"
14,"2014-03-14",538,"WD",20,"M6","DAY","DAY1415","M61440WD","M6DAYWD","M6DAY1415WD","effet sculptant",8505,1530.9,2.25,1.54,"ABF","ABF","FAB FIVE L",3,6,55390,"10",0,"68","0.0694229404"
14,"2014-04-01",480,"WD",20,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","effet sculptant",8505,1530.9,4.14,2.06,"ABA","ABA","A QUOI PEN",4,3,56437,"13",0,"64","0.0694229404"
14,"2014-04-29",240,"WD",20,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1420WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","effet sculptant",2349,422.82,0.32,0.37,"A","A","LES SIMPSO",4,3,55787,"17",0,"65","0.0694229404"
14,"2014-04-16",442,"WD",20,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","la terrasse",8505,1530.9,3.95,1.78,"ABC","ABC","L ENFANT P",4,4,56437,"15",0,"73","0.0694229404"
14,"2014-04-24",398,"WD",12,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","la chaussure pour toutes les morpho'",5130,923.4,5.66,1.77,"ABF","ABF","POUR UNE V",4,5,55509,"16",0,"77","0.0694229404"
14,"2014-04-22",376,"WD",12,"M6","DAY","DAY1415","M61440WD","M6DAYWD","M6DAY1415WD","la chaussure pour toutes les morpho'",4788,861.84,5.31,2.21,"ABF","ABF","UNE MARIEE",4,3,55336,"16",0,"73","0.0694229404"
14,"2014-03-28",437,"WD",20,"M6","DAY","DAY1415","M61440WD","M6DAYWD","M6DAY1415WD","la mode pour toutes les morpho",8505,1530.9,3.77,1.73,"ABB","ABB","PASSION TR",3,6,58265,"12",0,"64","0.0694229404"
14,"2014-03-13",414,"WD",20,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","effet sculptant",8505,1530.9,3.59,1.62,"ABF","ABF","ALLER-RETO",3,5,58535,"10",0,"71","0.0694229404"
14,"2014-04-29",191,"WD",12,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1350WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","la chaussure pour toutes les morpho'",1767,318.06,0.03,0.31,"A","A","LES SIMPSO",4,3,57298,"17",0,"65","0.0694229404"
